sku,store,saledate,stype,total_quantity,total_amount,total_profit
776243,4603,"2005-01-15 00:00:00",P,1,4.020,1.92
776243,4904,"2004-11-25 00:00:00",P,1,4.020,1.92
776243,7002,"2004-12-16 00:00:00",P,1,4.020,1.92
776243,9204,"2005-02-17 00:00:00",P,1,1.990,-0.11
776243,9209,"2004-10-31 00:00:00",P,1,5.000,2.90
776251,1703,"2004-12-10 00:00:00",P,1,42.370,16.12
776281,2504,"2005-02-25 00:00:00",P,1,14.870,-27.63
776281,3303,"2005-02-24 00:00:00",P,1,21.250,-21.25
776282,307,"2004-12-01 00:00:00",P,1,44.100,22.48
776293,1509,"2004-09-24 00:00:00",P,1,16.990,9.79
776293,1707,"2005-07-28 00:00:00",P,1,7.000,-0.20
776293,2509,"2005-05-20 00:00:00",P,1,10.000,2.80
776350,102,"2004-09-24 00:00:00",P,1,21.000,7.80
776350,102,"2005-05-20 00:00:00",P,1,21.500,8.30
776350,107,"2004-12-20 00:00:00",P,1,21.000,7.80
776350,107,"2005-01-21 00:00:00",P,1,21.000,7.80
776350,202,"2004-08-18 00:00:00",P,1,21.000,7.80
776350,204,"2005-01-20 00:00:00",P,1,21.000,7.80
776350,204,"2005-02-12 00:00:00",P,1,21.500,8.30
776350,204,"2005-03-14 00:00:00",P,1,21.500,8.30
776350,209,"2004-11-19 00:00:00",P,1,21.000,7.80
776350,209,"2005-02-17 00:00:00",P,1,21.500,8.30
776350,302,"2005-05-04 00:00:00",P,1,21.500,8.30
776350,304,"2005-02-18 00:00:00",P,1,21.500,8.30
776350,304,"2005-03-10 00:00:00",P,1,21.500,8.30
776350,304,"2005-03-17 00:00:00",P,1,21.500,8.30
776350,304,"2005-05-06 00:00:00",P,1,21.500,8.30
776350,307,"2004-11-30 00:00:00",P,1,21.000,7.80
776350,402,"2005-01-02 00:00:00",P,1,21.000,7.80
776350,402,"2005-02-18 00:00:00",P,1,21.500,8.30
776350,403,"2004-09-18 00:00:00",P,1,21.000,7.80
776350,404,"2004-08-10 00:00:00",P,1,21.000,7.80
776350,407,"2004-10-01 00:00:00",P,1,21.000,7.80
776350,407,"2004-10-09 00:00:00",P,1,21.000,7.80
776350,407,"2005-02-04 00:00:00",P,1,21.000,7.80
776350,409,"2004-10-24 00:00:00",P,1,21.000,7.80
776350,409,"2005-01-11 00:00:00",P,1,21.000,7.80
776350,502,"2004-12-10 00:00:00",P,1,21.000,7.80
776350,502,"2005-01-03 00:00:00",P,1,21.000,7.80
776350,504,"2004-08-12 00:00:00",P,1,21.000,7.80
776350,504,"2004-11-13 00:00:00",P,1,21.000,7.80
776350,504,"2005-04-15 00:00:00",P,1,21.500,8.30
776350,504,"2005-06-11 00:00:00",P,1,21.500,8.30
776350,504,"2005-06-12 00:00:00",P,1,21.500,8.30
776350,504,"2005-07-04 00:00:00",P,1,21.500,8.30
776350,507,"2004-11-11 00:00:00",P,1,21.000,7.80
776350,603,"2005-02-11 00:00:00",P,1,21.500,8.30
776350,603,"2005-08-22 00:00:00",P,1,22.000,8.80
776350,604,"2005-05-13 00:00:00",P,1,21.500,8.30
776350,604,"2005-07-22 00:00:00",P,1,21.500,8.30
776350,609,"2004-12-19 00:00:00",P,1,21.000,7.80
776350,704,"2004-09-09 00:00:00",P,1,21.000,7.80
776350,704,"2005-01-15 00:00:00",P,1,21.000,7.80
776350,704,"2005-05-25 00:00:00",P,1,21.500,8.30
776350,704,"2005-07-13 00:00:00",P,1,21.500,8.30
776350,709,"2005-03-28 00:00:00",P,1,21.500,8.30
776350,709,"2005-05-09 00:00:00",P,1,21.500,8.30
776350,709,"2005-05-11 00:00:00",P,1,21.500,8.30
776350,802,"2004-10-23 00:00:00",P,1,21.000,7.80
776350,802,"2005-02-05 00:00:00",P,1,21.000,7.80
776350,802,"2005-07-05 00:00:00",P,1,21.500,8.30
776350,807,"2005-05-07 00:00:00",P,1,21.500,8.30
776350,809,"2004-11-18 00:00:00",P,1,21.000,7.80
776350,1003,"2004-08-23 00:00:00",P,1,21.000,7.80
776350,1003,"2005-05-04 00:00:00",P,1,21.500,8.30
776350,1004,"2004-11-08 00:00:00",P,1,21.000,7.80
776350,1004,"2005-03-17 00:00:00",P,1,21.500,8.30
776350,1007,"2005-01-15 00:00:00",P,1,21.000,7.80
776350,1009,"2004-11-05 00:00:00",P,1,21.000,7.80
776350,1009,"2004-12-17 00:00:00",P,1,21.000,7.80
776350,1009,"2005-03-28 00:00:00",P,1,21.500,8.30
776350,1102,"2005-07-04 00:00:00",P,1,21.500,8.30
776350,1104,"2004-12-16 00:00:00",P,1,21.000,7.80
776350,1104,"2005-01-28 00:00:00",P,1,21.000,7.80
776350,1107,"2004-09-20 00:00:00",P,1,21.000,7.80
776350,1107,"2004-10-10 00:00:00",P,1,21.000,7.80
776350,1109,"2004-12-02 00:00:00",P,1,21.000,7.80
776350,1109,"2005-05-06 00:00:00",P,1,21.500,8.30
776350,1109,"2005-06-08 00:00:00",P,1,21.500,8.30
776350,1204,"2005-07-19 00:00:00",P,1,21.500,8.30
776350,1302,"2004-12-09 00:00:00",P,1,21.000,7.80
776350,1304,"2005-03-08 00:00:00",P,1,21.500,8.30
776350,1304,"2005-05-24 00:00:00",P,1,21.500,8.30
776350,1403,"2004-10-15 00:00:00",P,1,21.000,7.80
776350,1403,"2005-07-14 00:00:00",P,1,21.500,8.30
776350,1403,"2005-08-26 00:00:00",P,1,22.000,8.80
776350,1407,"2004-08-20 00:00:00",P,1,21.000,7.80
776350,1407,"2005-01-04 00:00:00",P,1,21.000,7.80
776350,1407,"2005-03-15 00:00:00",P,1,21.500,8.30
776350,1502,"2005-01-28 00:00:00",P,1,21.000,7.80
776350,1502,"2005-04-04 00:00:00",P,1,21.500,8.30
776350,1509,"2004-08-15 00:00:00",P,1,21.000,7.80
776350,1509,"2004-09-27 00:00:00",P,1,21.000,7.80
776350,1509,"2005-01-28 00:00:00",P,1,21.000,7.80
776350,1509,"2005-03-18 00:00:00",P,1,21.500,8.30
776350,1509,"2005-05-06 00:00:00",P,1,21.500,8.30
776350,1602,"2004-11-27 00:00:00",P,1,21.000,7.80
776350,1602,"2005-01-19 00:00:00",P,1,21.000,7.80
776350,1602,"2005-05-12 00:00:00",P,1,21.500,8.30
776350,1602,"2005-06-02 00:00:00",P,1,21.500,8.30
776350,1602,"2005-06-07 00:00:00",P,1,21.500,8.30
776350,1607,"2004-09-17 00:00:00",P,1,21.000,7.80
776350,1607,"2004-10-22 00:00:00",P,1,21.000,7.80
776350,1607,"2005-01-24 00:00:00",P,1,21.000,7.80
776350,1607,"2005-02-19 00:00:00",P,1,21.500,8.30
776350,1607,"2005-03-14 00:00:00",P,2,43.000,16.60
776350,1607,"2005-03-18 00:00:00",P,1,21.500,8.30
776350,1609,"2005-03-21 00:00:00",P,1,21.500,8.30
776350,1609,"2005-08-07 00:00:00",P,1,22.000,8.80
776350,1609,"2005-08-20 00:00:00",P,1,22.000,8.80
776350,1703,"2004-12-03 00:00:00",P,1,21.000,7.80
776350,1703,"2005-04-01 00:00:00",P,1,21.500,8.30
776350,1707,"2005-03-18 00:00:00",P,1,21.500,8.30
776350,1709,"2005-01-03 00:00:00",P,1,21.000,7.80
776350,1709,"2005-04-19 00:00:00",P,1,21.500,8.30
776350,1807,"2004-10-05 00:00:00",P,1,21.000,7.80
776350,1909,"2005-01-04 00:00:00",P,1,21.000,7.80
776350,2004,"2005-04-13 00:00:00",P,1,21.500,8.30
776350,2007,"2004-09-12 00:00:00",P,1,21.000,7.80
776350,2007,"2004-12-03 00:00:00",P,1,21.000,7.80
776350,2009,"2005-03-22 00:00:00",P,1,21.500,8.30
776350,2102,"2005-02-17 00:00:00",P,1,21.500,8.30
776350,2104,"2004-12-02 00:00:00",P,1,21.000,7.80
776350,2104,"2005-02-03 00:00:00",P,1,21.000,7.80
776350,2104,"2005-05-21 00:00:00",P,1,21.500,8.30
776350,2109,"2005-01-07 00:00:00",P,1,21.000,7.80
776350,2109,"2005-07-07 00:00:00",P,1,21.500,8.30
776350,2202,"2004-08-30 00:00:00",P,1,21.000,7.80
776350,2202,"2004-11-15 00:00:00",P,1,21.000,7.80
776350,2203,"2004-11-20 00:00:00",P,1,21.000,7.80
776350,2203,"2005-01-13 00:00:00",P,1,21.000,7.80
776350,2203,"2005-06-06 00:00:00",P,1,21.500,8.30
776350,2207,"2005-07-09 00:00:00",P,1,21.500,8.30
776350,2207,"2005-07-25 00:00:00",P,1,21.500,8.30
776350,2209,"2004-08-01 00:00:00",P,1,21.000,7.80
776350,2303,"2005-02-04 00:00:00",P,1,21.000,7.80
776350,2304,"2005-05-24 00:00:00",P,1,21.500,8.30
776350,2307,"2004-08-27 00:00:00",P,1,21.000,7.80
776350,2307,"2004-10-28 00:00:00",P,1,21.000,7.80
776350,2307,"2005-03-22 00:00:00",P,1,21.500,8.30
776350,2307,"2005-03-24 00:00:00",P,1,21.500,8.30
776350,2307,"2005-06-13 00:00:00",P,1,21.500,8.30
776350,2307,"2005-06-30 00:00:00",P,1,21.500,8.30
776350,2402,"2004-11-16 00:00:00",P,1,21.000,7.80
776350,2402,"2005-05-29 00:00:00",P,1,21.500,8.30
776350,2402,"2005-08-26 00:00:00",P,1,22.000,8.80
776350,2409,"2005-03-14 00:00:00",P,1,21.500,8.30
776350,2409,"2005-03-30 00:00:00",P,1,21.500,8.30
776350,2409,"2005-04-30 00:00:00",P,1,21.500,8.30
776350,2409,"2005-06-07 00:00:00",P,1,21.500,8.30
776350,2409,"2005-06-10 00:00:00",P,1,21.500,8.30
776350,2409,"2005-07-19 00:00:00",P,1,21.500,8.30
776350,2503,"2005-07-30 00:00:00",P,1,21.500,8.30
776350,2504,"2005-05-23 00:00:00",P,1,21.500,8.30
776350,2504,"2005-06-09 00:00:00",P,1,21.500,8.30
776350,2509,"2004-09-29 00:00:00",P,1,21.000,7.80
776350,2509,"2004-10-29 00:00:00",P,1,21.000,7.80
776350,2602,"2004-08-16 00:00:00",P,1,21.000,7.80
776350,2602,"2004-08-24 00:00:00",P,1,21.000,7.80
776350,2602,"2005-02-24 00:00:00",P,1,21.500,8.30
776350,2603,"2005-04-20 00:00:00",P,1,21.500,8.30
776350,2607,"2005-02-25 00:00:00",P,1,21.500,8.30
776350,2607,"2005-07-22 00:00:00",P,1,21.500,8.30
776350,2609,"2004-08-02 00:00:00",P,1,21.000,7.80
776350,2609,"2004-11-08 00:00:00",P,1,21.000,7.80
776350,2609,"2005-01-07 00:00:00",P,1,21.000,7.80
776350,2609,"2005-06-16 00:00:00",P,1,21.500,8.30
776350,2702,"2005-02-27 00:00:00",P,1,21.500,8.30
776350,2707,"2004-08-16 00:00:00",P,1,21.000,7.80
776350,2707,"2004-12-19 00:00:00",P,1,21.000,7.80
776350,2707,"2005-03-14 00:00:00",P,1,21.500,8.30
776350,2807,"2004-12-16 00:00:00",P,1,21.000,7.80
776350,2807,"2005-05-13 00:00:00",P,1,21.500,8.30
776350,2909,"2005-08-24 00:00:00",P,1,22.000,8.80
776350,3003,"2004-12-12 00:00:00",P,1,21.000,7.80
776350,3004,"2005-05-26 00:00:00",P,1,21.500,8.30
776350,3007,"2004-08-18 00:00:00",P,1,21.000,7.80
776350,3007,"2004-10-27 00:00:00",P,1,21.000,7.80
776350,3007,"2004-11-04 00:00:00",P,1,21.000,7.80
776350,3007,"2005-04-22 00:00:00",P,1,21.500,8.30
776350,3009,"2005-06-04 00:00:00",P,1,21.500,8.30
776350,3103,"2004-09-03 00:00:00",P,1,21.000,7.80
776350,3107,"2004-08-29 00:00:00",P,1,21.000,7.80
776350,3107,"2004-09-22 00:00:00",P,1,21.000,7.80
776350,3109,"2005-01-11 00:00:00",P,1,21.000,7.80
776350,3109,"2005-01-12 00:00:00",P,1,21.000,7.80
776350,3109,"2005-02-17 00:00:00",P,1,21.500,8.30
776350,3109,"2005-03-25 00:00:00",P,1,21.500,8.30
776350,3109,"2005-03-27 00:00:00",P,1,21.500,8.30
776350,3202,"2004-10-21 00:00:00",P,1,21.000,7.80
776350,3202,"2004-11-03 00:00:00",P,1,21.000,7.80
776350,3202,"2004-11-27 00:00:00",P,1,21.000,7.80
776350,3204,"2004-09-14 00:00:00",P,1,21.000,7.80
776350,3204,"2004-11-20 00:00:00",P,1,21.000,7.80
776350,3204,"2005-01-21 00:00:00",P,1,21.000,7.80
776350,3207,"2005-02-24 00:00:00",P,1,21.500,8.30
776350,3207,"2005-07-06 00:00:00",P,1,21.500,8.30
776350,3302,"2005-06-29 00:00:00",P,1,21.500,8.30
776350,3303,"2004-11-26 00:00:00",P,1,21.000,7.80
776350,3307,"2005-03-11 00:00:00",P,1,21.500,8.30
776350,3307,"2005-03-22 00:00:00",P,1,21.500,8.30
776350,3307,"2005-05-15 00:00:00",P,1,21.500,8.30
776350,3307,"2005-05-18 00:00:00",P,1,21.500,8.30
776350,3307,"2005-08-07 00:00:00",P,1,22.000,8.80
776350,3309,"2005-03-18 00:00:00",P,1,21.500,8.30
776350,3402,"2004-12-13 00:00:00",P,1,21.000,7.80
776350,3407,"2004-09-20 00:00:00",P,1,21.000,7.80
776350,3407,"2004-11-06 00:00:00",P,1,21.000,7.80
776350,3409,"2004-09-18 00:00:00",P,1,21.000,7.80
776350,3409,"2004-12-15 00:00:00",P,1,21.000,7.80
776350,3409,"2005-01-18 00:00:00",P,1,21.000,7.80
776350,3409,"2005-03-01 00:00:00",P,1,21.500,8.30
776350,3409,"2005-03-08 00:00:00",P,1,21.500,8.30
776350,3502,"2004-11-06 00:00:00",P,1,21.000,7.80
776350,3502,"2004-11-10 00:00:00",P,1,21.000,7.80
776350,3504,"2004-08-02 00:00:00",P,1,21.000,7.80
776350,3504,"2004-11-04 00:00:00",P,1,21.000,7.80
776350,3507,"2004-08-01 00:00:00",P,1,21.000,7.80
776350,3507,"2005-03-07 00:00:00",P,1,21.500,8.30
776350,3602,"2005-05-23 00:00:00",P,1,21.500,8.30
776350,3603,"2004-10-09 00:00:00",P,1,21.000,7.80
776350,3607,"2004-09-09 00:00:00",P,1,21.000,7.80
776350,3607,"2004-12-26 00:00:00",P,1,21.000,7.80
776350,3609,"2005-02-03 00:00:00",P,1,21.000,7.80
776350,3707,"2004-09-26 00:00:00",P,1,21.000,7.80
776350,3707,"2004-10-12 00:00:00",P,1,21.000,7.80
776350,3709,"2005-01-04 00:00:00",P,1,21.000,7.80
776350,3709,"2005-02-21 00:00:00",P,1,21.500,8.30
776350,3709,"2005-05-10 00:00:00",P,1,21.500,8.30
776350,3802,"2004-08-22 00:00:00",P,1,21.000,7.80
776350,3802,"2004-12-30 00:00:00",P,1,21.000,7.80
776350,3802,"2005-02-08 00:00:00",P,1,21.500,8.30
776350,3807,"2004-09-20 00:00:00",P,1,21.000,7.80
776350,3807,"2004-10-10 00:00:00",P,1,21.000,7.80
776350,3807,"2004-11-29 00:00:00",P,1,21.000,7.80
776350,3807,"2005-07-20 00:00:00",P,1,21.500,8.30
776350,3902,"2005-05-26 00:00:00",P,1,21.500,8.30
776350,3909,"2004-10-07 00:00:00",P,1,21.000,7.80
776350,3909,"2004-10-27 00:00:00",P,1,21.000,7.80
776350,3909,"2005-02-15 00:00:00",P,1,21.500,8.30
776350,3909,"2005-07-04 00:00:00",P,1,21.500,8.30
776350,3909,"2005-07-06 00:00:00",P,1,21.500,8.30
776350,4003,"2005-01-12 00:00:00",P,1,21.000,7.80
776350,4007,"2005-03-14 00:00:00",P,1,21.500,8.30
776350,4007,"2005-07-15 00:00:00",P,1,21.500,8.30
776350,4102,"2004-09-04 00:00:00",P,1,21.000,7.80
776350,4102,"2005-05-31 00:00:00",P,1,21.500,8.30
776350,4102,"2005-08-18 00:00:00",P,1,22.000,8.80
776350,4103,"2004-10-21 00:00:00",P,1,21.000,7.80
776350,4107,"2004-09-24 00:00:00",P,1,21.000,7.80
776350,4109,"2005-05-06 00:00:00",P,1,21.500,8.30
776350,4202,"2005-06-15 00:00:00",P,1,21.500,8.30
776350,4202,"2005-07-17 00:00:00",P,1,21.500,8.30
776350,4203,"2005-07-08 00:00:00",P,1,21.500,8.30
776350,4204,"2005-06-23 00:00:00",P,1,21.500,8.30
776350,4207,"2005-03-14 00:00:00",P,1,21.500,8.30
776350,4207,"2005-07-12 00:00:00",P,1,21.500,8.30
776350,4209,"2004-09-06 00:00:00",P,1,21.000,7.80
776350,4209,"2004-09-08 00:00:00",P,1,21.000,7.80
776350,4209,"2004-09-15 00:00:00",P,1,21.000,7.80
776350,4209,"2004-09-28 00:00:00",P,1,21.000,7.80
776350,4209,"2004-11-20 00:00:00",P,1,21.000,7.80
776350,4209,"2004-11-28 00:00:00",P,1,21.000,7.80
776350,4209,"2005-01-06 00:00:00",P,1,21.000,7.80
776350,4209,"2005-03-25 00:00:00",P,1,21.500,8.30
776350,4209,"2005-05-15 00:00:00",P,1,21.500,8.30
776350,4302,"2004-11-16 00:00:00",P,1,21.000,7.80
776350,4302,"2004-11-17 00:00:00",P,1,21.000,7.80
776350,4303,"2005-04-13 00:00:00",P,1,21.500,8.30
776350,4303,"2005-07-28 00:00:00",P,1,21.500,8.30
776350,4307,"2004-09-23 00:00:00",P,1,21.000,7.80
776350,4307,"2004-11-12 00:00:00",P,1,21.000,7.80
776350,4307,"2005-03-18 00:00:00",P,1,21.500,8.30
776350,4307,"2005-04-07 00:00:00",P,1,21.500,8.30
776350,4307,"2005-06-11 00:00:00",P,1,21.500,8.30
776350,4307,"2005-07-22 00:00:00",P,1,21.500,8.30
776350,4309,"2004-10-27 00:00:00",P,1,21.000,7.80
776350,4309,"2004-11-15 00:00:00",P,1,21.000,7.80
776350,4309,"2004-11-22 00:00:00",P,1,21.000,7.80
776350,4309,"2005-02-22 00:00:00",P,1,21.500,8.30
776350,4402,"2004-08-07 00:00:00",P,1,21.000,7.80
776350,4402,"2005-07-28 00:00:00",P,1,21.500,8.30
776350,4403,"2004-08-31 00:00:00",P,1,21.000,7.80
776350,4404,"2005-04-22 00:00:00",P,1,21.500,8.30
776350,4407,"2004-09-24 00:00:00",P,1,21.000,7.80
776350,4407,"2005-02-25 00:00:00",P,1,21.500,8.30
776350,4407,"2005-05-05 00:00:00",P,1,21.500,8.30
776350,4407,"2005-05-28 00:00:00",P,1,21.500,8.30
776350,4407,"2005-06-01 00:00:00",P,1,21.500,8.30
776350,4409,"2004-11-18 00:00:00",P,1,21.000,7.80
776350,4409,"2004-12-10 00:00:00",P,1,21.000,7.80
776350,4409,"2005-03-25 00:00:00",P,1,21.500,8.30
776350,4409,"2005-06-17 00:00:00",P,1,21.500,8.30
776350,4409,"2005-06-28 00:00:00",P,1,21.500,8.30
776350,4409,"2005-08-14 00:00:00",P,1,22.000,8.80
776350,4502,"2004-08-16 00:00:00",P,1,21.000,7.80
776350,4502,"2004-10-29 00:00:00",P,1,21.000,7.80
776350,4502,"2005-01-28 00:00:00",P,1,21.000,7.80
776350,4502,"2005-03-04 00:00:00",P,1,21.500,8.30
776350,4502,"2005-07-16 00:00:00",P,1,21.500,8.30
776350,4503,"2005-01-18 00:00:00",P,1,21.000,7.80
776350,4504,"2005-01-23 00:00:00",P,1,21.000,7.80
776350,4507,"2004-10-13 00:00:00",P,1,21.000,7.80
776350,4507,"2005-01-15 00:00:00",P,1,21.000,7.80
776350,4507,"2005-07-18 00:00:00",P,1,21.500,8.30
776350,4603,"2004-08-10 00:00:00",P,1,21.000,7.80
776350,4607,"2004-11-25 00:00:00",P,1,21.000,7.80
776350,4607,"2005-07-27 00:00:00",P,1,21.500,8.30
776350,4702,"2005-08-19 00:00:00",P,1,22.000,8.80
776350,4707,"2004-09-06 00:00:00",P,1,21.000,7.80
776350,4707,"2005-02-22 00:00:00",P,1,21.500,8.30
776350,4707,"2005-08-12 00:00:00",P,1,22.000,8.80
776350,4802,"2005-06-16 00:00:00",P,1,21.500,8.30
776350,4803,"2005-03-22 00:00:00",P,1,21.500,8.30
776350,4804,"2005-02-11 00:00:00",P,1,21.500,8.30
776350,4807,"2005-01-21 00:00:00",P,1,21.000,7.80
776350,4907,"2005-07-10 00:00:00",P,1,21.500,8.30
776350,4907,"2005-08-24 00:00:00",P,1,22.000,8.80
776350,5002,"2004-11-28 00:00:00",P,1,21.000,7.80
776350,5102,"2005-03-22 00:00:00",P,1,21.500,8.30
776350,5103,"2004-09-12 00:00:00",P,1,21.000,7.80
776350,5103,"2004-09-30 00:00:00",P,1,21.000,7.80
776350,5103,"2005-06-05 00:00:00",P,1,21.500,8.30
776350,5203,"2005-08-13 00:00:00",P,1,22.000,8.80
776350,5204,"2004-12-08 00:00:00",P,1,21.000,7.80
776350,5304,"2005-03-28 00:00:00",P,1,21.500,8.30
776350,5502,"2005-05-30 00:00:00",P,1,21.500,8.30
776350,5503,"2004-10-15 00:00:00",P,1,21.000,7.80
776350,5503,"2005-06-05 00:00:00",P,1,21.500,8.30
776350,5603,"2004-08-24 00:00:00",P,1,21.000,7.80
776350,5603,"2005-02-23 00:00:00",P,1,21.500,8.30
776350,5603,"2005-03-27 00:00:00",P,1,21.500,8.30
776350,5803,"2004-08-21 00:00:00",P,1,21.000,7.80
776350,5804,"2004-12-03 00:00:00",P,1,21.000,7.80
776350,5804,"2005-06-11 00:00:00",P,1,21.500,8.30
776350,5804,"2005-08-15 00:00:00",P,1,22.000,8.80
776350,5904,"2005-01-21 00:00:00",P,1,21.000,7.80
776350,6002,"2004-10-10 00:00:00",P,1,21.000,7.80
776350,6002,"2005-01-12 00:00:00",P,1,21.000,7.80
776350,6002,"2005-06-30 00:00:00",P,1,21.500,8.30
776350,6009,"2004-09-12 00:00:00",P,1,21.000,7.80
776350,6009,"2005-02-11 00:00:00",P,1,21.000,7.80
776350,6104,"2004-09-28 00:00:00",P,1,21.000,7.80
776350,6104,"2005-03-23 00:00:00",P,1,21.500,8.30
776350,6204,"2005-01-10 00:00:00",P,1,21.000,7.80
776350,6302,"2005-05-20 00:00:00",P,1,21.500,8.30
776350,6402,"2005-08-18 00:00:00",P,1,22.000,8.80
776350,6403,"2005-02-11 00:00:00",P,1,21.500,8.30
776350,6403,"2005-07-21 00:00:00",P,1,21.500,8.30
776350,6404,"2004-08-06 00:00:00",P,1,21.000,7.80
776350,6404,"2005-04-28 00:00:00",P,1,21.500,8.30
776350,6503,"2004-10-11 00:00:00",P,1,21.000,7.80
776350,6503,"2005-03-19 00:00:00",P,2,43.000,16.60
776350,6503,"2005-07-14 00:00:00",P,1,21.500,8.30
776350,6604,"2005-01-14 00:00:00",P,1,21.000,7.80
776350,6703,"2004-10-15 00:00:00",P,1,21.000,7.80
776350,6703,"2005-01-19 00:00:00",P,1,21.000,7.80
776350,6703,"2005-05-20 00:00:00",P,1,21.500,8.30
776350,6904,"2005-06-15 00:00:00",P,2,43.000,16.60
776350,7002,"2005-02-24 00:00:00",P,1,21.500,8.30
776350,7003,"2004-10-02 00:00:00",P,1,21.000,7.80
776350,7004,"2004-12-11 00:00:00",P,1,21.000,7.80
776350,7007,"2004-10-01 00:00:00",P,1,21.000,7.80
776350,7007,"2005-05-02 00:00:00",P,1,21.500,8.30
776350,7007,"2005-06-29 00:00:00",P,1,21.500,8.30
776350,7007,"2005-07-12 00:00:00",P,1,21.500,8.30
776350,7007,"2005-07-24 00:00:00",P,1,21.500,8.30
776350,7103,"2005-01-14 00:00:00",P,1,21.000,7.80
776350,7103,"2005-05-15 00:00:00",P,1,21.500,8.30
776350,7104,"2005-04-07 00:00:00",P,1,21.500,8.30
776350,7107,"2005-03-24 00:00:00",P,1,21.500,8.30
776350,7107,"2005-07-20 00:00:00",P,1,21.500,8.30
776350,7302,"2004-08-27 00:00:00",P,1,21.000,7.80
776350,7303,"2005-01-19 00:00:00",P,1,21.000,7.80
776350,7303,"2005-08-11 00:00:00",P,1,22.000,8.80
776350,7304,"2004-10-30 00:00:00",P,1,21.000,7.80
776350,7304,"2005-05-06 00:00:00",P,1,21.500,8.30
776350,7304,"2005-06-08 00:00:00",P,1,21.500,8.30
776350,7402,"2005-03-18 00:00:00",P,1,21.500,8.30
776350,7403,"2005-06-22 00:00:00",P,1,21.500,8.30
776350,7404,"2004-09-21 00:00:00",P,1,21.000,7.80
776350,7404,"2005-02-04 00:00:00",P,1,21.000,7.80
776350,7404,"2005-05-20 00:00:00",P,1,21.500,8.30
776350,7407,"2005-05-06 00:00:00",P,1,21.500,8.30
776350,7503,"2005-03-07 00:00:00",P,1,21.500,8.30
776350,7507,"2004-08-20 00:00:00",P,1,21.000,7.80
776350,7507,"2005-03-30 00:00:00",P,1,21.500,8.30
776350,7507,"2005-05-12 00:00:00",P,1,21.500,8.30
776350,7507,"2005-08-26 00:00:00",P,1,22.000,8.80
776350,7603,"2004-12-02 00:00:00",P,1,21.000,7.80
776350,7603,"2004-12-31 00:00:00",P,1,21.000,7.80
776350,7702,"2004-11-29 00:00:00",P,1,21.000,7.80
776350,7702,"2005-02-03 00:00:00",P,1,21.000,7.80
776350,7703,"2005-08-25 00:00:00",P,1,22.000,8.80
776350,7707,"2004-12-30 00:00:00",P,1,21.000,7.80
776350,7707,"2005-08-15 00:00:00",P,1,22.000,8.80
776350,7707,"2005-08-21 00:00:00",P,1,22.000,8.80
776350,7804,"2004-08-06 00:00:00",P,1,21.000,7.80
776350,7804,"2005-04-23 00:00:00",P,1,21.500,8.30
776350,7902,"2004-09-17 00:00:00",P,1,21.000,7.80
776350,7902,"2005-03-20 00:00:00",P,1,21.500,8.30
776350,7907,"2005-03-14 00:00:00",P,1,21.500,8.30
776350,7907,"2005-05-16 00:00:00",P,1,21.500,8.30
776350,7907,"2005-07-07 00:00:00",P,1,21.500,8.30
776350,8004,"2005-01-25 00:00:00",P,1,21.000,7.80
776350,8007,"2005-06-10 00:00:00",P,1,21.500,8.30
776350,8007,"2005-06-30 00:00:00",P,1,21.500,8.30
776350,8102,"2004-11-15 00:00:00",P,1,21.000,7.80
776350,8102,"2004-11-18 00:00:00",P,1,21.000,7.80
776350,8102,"2004-11-26 00:00:00",P,1,21.000,7.80
776350,8102,"2004-12-28 00:00:00",P,1,21.000,7.80
776350,8109,"2004-10-07 00:00:00",P,2,42.000,15.60
776350,8109,"2004-10-25 00:00:00",P,1,21.000,7.80
776350,8109,"2005-03-02 00:00:00",P,1,21.500,8.30
776350,8109,"2005-03-03 00:00:00",P,1,21.500,8.30
776350,8109,"2005-03-15 00:00:00",P,1,21.500,8.30
776350,8109,"2005-04-11 00:00:00",P,1,21.500,8.30
776350,8109,"2005-04-30 00:00:00",P,1,21.500,8.30
776350,8202,"2004-12-14 00:00:00",P,1,21.000,7.80
776350,8204,"2004-11-23 00:00:00",P,1,21.000,7.80
776350,8204,"2004-12-21 00:00:00",P,1,21.000,7.80
776350,8209,"2004-09-16 00:00:00",P,1,21.000,7.80
776350,8209,"2004-10-28 00:00:00",P,1,21.000,7.80
776350,8209,"2005-04-01 00:00:00",P,1,21.500,8.30
776350,8309,"2004-09-09 00:00:00",P,1,21.000,7.80
776350,8309,"2004-11-10 00:00:00",P,1,21.000,7.80
776350,8309,"2005-01-09 00:00:00",P,1,21.000,7.80
776350,8402,"2004-09-26 00:00:00",P,1,21.000,7.80
776350,8402,"2004-10-20 00:00:00",P,1,21.000,7.80
776350,8402,"2005-04-23 00:00:00",P,1,21.500,8.30
776350,8402,"2005-05-05 00:00:00",P,1,21.500,8.30
776350,8402,"2005-06-02 00:00:00",P,1,21.500,8.30
776350,8403,"2004-12-27 00:00:00",P,1,21.000,7.80
776350,8403,"2005-06-06 00:00:00",P,1,21.500,8.30
776350,8404,"2004-09-17 00:00:00",P,1,21.000,7.80
776350,8404,"2005-01-11 00:00:00",P,1,21.000,7.80
776350,8404,"2005-01-16 00:00:00",P,1,21.000,7.80
776350,8407,"2005-04-20 00:00:00",P,1,21.500,8.30
